,tweet,class
1560,apparently got chunky bday worse bday present ever lol diettime,2
1561,pass fosters faggot,0
1562,stegosaurus hissed like snake pterodactyl sounded like crowtrex like cross parrot elephant,2
1563,lot uncle tom ass niggas,0
1564,denzy tryna hoe broski izzy,1
1565,obamas faves muslims black ghetto trash via,0
1566,giants trashtheir time,2
1567,chanice say realize coons move drinking moet belaire yuh feel yuh fancy yuh champagne eh,2
1568,hoes austin teach us austini teach u get curved thats know,2
1569,bitch anyway,1
1570,got ya bitch tip toeing hardwood floors,1
1571,trash,2
1572,yah said word mtzraymegyptians people ysrahal inheritance kushiteethiopians,2
1573,maaaaannnn hope rt get rid john legend looking charlie batch,2
1574,done spell check know meant fat liberal dyke feminist nazi bitches,0
1575,naw old tape new cover upcoming mixtape kingofthehill yeah im waiting hoe mayne,1
1576,niccas broke always n limelight,0
1577,charlie sheen real major fucking respect charlie sheen,1
1578,colored latino jewish move dont ruin neighborhood wipe,2
1579,fag,0
1580,faggot,0
1581,yasss trys new things bestfriend bitch love,1
1582,fag hesgay,0
1583,fuck faggot,0
1584,basically gop romney right wing reactionaries drudgies teabaggers libertaritards hate education system teachers,2
1585,thats even real word must hit blunt started making shit nigger ass lol,0
1586,upload pictures wat pictures bitch,1
1587,species birds reported chesterfield great backyard bird count many area,2
1588,bring anotha bitch nah,1
1589,ay good barsclubs hit denver saturday night coon,2
1590,sorry fo da rant make mad ashamed colored wish white yall would like,0
1591,null bruh alive thats hans bitch died oh well fbd,1
1592,im boss ass bitch needs sit corner,1
1593,wonder oomf like want fuck would wrong one brave bitchone day,1
1594,adam west rt lmao trash b,2
1595,sydneys favorite shes nigger love,1
1596,every bad bitch nigga tired fucking,1
1597,best asian massage park slope top rated spa,2
1598,pussy imma assume baby likethe day,1
1599,elite call conservatives niggers behind closed doors tcot teaparty,0
1600,vegas bitch,1
1601,bad bitches thing like,1
1602,might fuck around fuck yo bitch eat ass steal youll real ass nigga,1
1603,leash rt pussy,1
1604,hating girl tho wish bitch hating song go,1
1605,ion care none bitches,1
1606,old bitch hoe,1
1607,see jig,2
1608,rt niggers,0
1609,seen thot ass bitch high top whites,1
1610,im way love chavhot sexy scally fucker,1
1611,shut coon,0
1612,want snake bites industrial piercin amp tattoodem hoe accessories dea,1
1613,rt many pretty bitches coming birthday dinner,1
1614,could wearing trash bag shed still stylish coolest human know,2
1615,earlybird early morning sunrise dawn bird thebird jerryreed kansas city,2
1616,must light skin hoe lmfao wtf mean af wasnt ready bruh rip,0
1617,god bless whitey sleepin tomorrow,2
1618,sheeze yellow bone,2
1619,gwyneth paltrow ugly ass big bird looking bitch shut fuck ltltthats pretty much face bravo,1
1620,hot rt lick bitch fuck yeah eat trainer u dirty fucker,1
1621,truth rt faggot would turn hairy pussy,0
1622,omg thinccin makes laugh use stay talking shit rd period cute amp bitch,1
1623,devin hesters bitch,0
1624,best asian massage park slope top rated spa,2
1625,hot meat sexy fuck scally lad would love meet trainers,1
1626,femalelogic worse jig im convinced,2
1627,l voted supported u u pulled rug us nation worse cuz circle trash,2
1628,know samklef said wasnt lie man guy think beast naija pop music trash wizkid,2
1629,damn hoe ugly even hello kitty said goodbye,0
1630,gotta buy antislip shoes hoes wont catch slipping,1
1631,hoe mimi said hurt hand bitch throat,1
1632,one mans trash another mans treasure,2
1633,pornandroidiphoneipadsexxxx desi spicy oriental paki brunette sucks un,1
1634,fuzzy dice might nicest thing could put car lol,2
1635,fat bitches needa stop biting lips take pictures yall look hungry sexy,1
1636,biggest faggot world,0
1637,chuckstrong goldswagger thats awesome hoosiers,2
1638,via charlie angus sending made china canadian flag pins back conservatives,2
1639,hate im pregnant type bitch,1
1640,geez think northkorea may right barackobama monkey surely acts like one,0
1641,keeks bitch curves everyone lol walked conversation like smh,1
1642,rate id cheer awful new york yankees st louis cardinals,2
1643,fresh nigga kno need clean bitch kno im working cuz wanna see team rich,1
1644,yo fat ugly ass couldnt even pull ugly bitch school,0
1645,onlyinamichaelmyersmovie bitch running hundred meter dash niqqa whos actually taking time walking amp u still get killed,1
1646,crew neck ass nigguh,0
1647,sayin im done drinkin everyday one friends hit like gotta case faggots turn free beer,0
1648,taught eat pussy cut hair taught eat pussy hair name movie,1
1649,many hoes whipped would thought still slavery,0
1650,thats bc deleted visionary saw subtweet next time tho love jail bird dresses,2
1651,hate white trash cops raped murdered infant daughters son,0
1652,pornandroidiphoneipadsexxxx italian baby pussy,1
1653,homeboy looking bad giving cash hoes,1
1654,pornandroidiphoneipadsexxxx hairy hairy florence shoves dildo hairy red pussy,1
1655,want fag,0
1656,bro heard slaughter songs trash freestylers,2
1657,best asian massage park slope top rated spa,2
1658,dont follow everything company white trash,0
1659,asagiraffes pussy,1
1660,youre faggot fuckheads,0
1661,dumb haitian fake black faggots go haiti neck,0
1662,brittany bitch u dog man,1
1663,throwback bitches amp drinking mikes bc sucked,1
1664,picture yes havent updated pic added angel wing colored thanks represents,2
1665,hoes dick sweg learned best,1
1666,fuck bitch bout u get bitch ass nigga stupid ass,0
1667,pull pussy dodge collect panties alright stormy jake,1
1668,teaching pretend son b pussy son would lace jock strap,0
1669,adam jones homers yankees lead guy monsta,2
1670,two roads diverged yellow wood chose one jtunheimr robert frost giant,2
1671,youre ghetto tho live hood ghetto facts,2
1672,today talk like pirate day absolutely nobody knew id charlie morton impersonation day,2
1673,rt fucking chinks clash clans always fuck bitch ass kamikaze faggots,0
1674,ima whoop boy nothing bean head ass bitch,1
1675,got natural mean face havin mean mugs ion even knowin bitch shut fuck upright,1
1676,street birds homeless people twittering amsterdam via,2
1677,ive knowing fag,0
1678,dink uknow thats true,2
1679,twitter twitter bitch twitter life,1
1680,sounds like holding back infoyankee shill,2
1681,boolin bando wit bitches,1
1682,hope guys get attacked supporting sopa bunch dirty snake faggots,0
1683,rt many niggers store knooooooow stealing,0
1684,shes florida youve got sniff test swamp pussies,1
1685,cold going around little hick town everyone know locked houses better week stay well,2
1686,fck like hoe thank ima classy bitch im dead,1
1687,albino mexican dad hes asian,2
1688,ol trout mouth ass bitch deeeeaaaadd,0
1689,rt oh goodness hate chinese people fucking zipperheads,0
1690,bitch comes hope bout slick shit yapping thuggin,1
1691,rt id rather rancho live ghetto ass urban areas niggers nigger impersonators adopting ni,0
1692,barrys whitey brownshirts run wild oakland following lead nwa punks chant f police,2
1693,killin tekken lies trash,1
1694,rt well maryland bunch hateful rednecks anyway,0
1695,bitch moreno valley,1
1696,rich white liberals know whats best black people dont see theyre obviously uncle toms,0
1697,ahmed retard mikey special olympic boxing,0
1698,dont feel like reading right wanna give sexy coolie girl lyrics via text message,2
1699,lose sweetyou aint lose hide lmfao viri tryna smoke hoe self boy,1
1700,still think snap chat faggots high schoolers,0
1701,pornandroidiphoneipadsexxxx hairy hairy pussy,1
1702,oomf soooo cute probably hoes lot,1
1703,rip plate brownies large tea fries beans potato salad poboy,2
1704,support illegals coming spreading disease among americans dream bitch,0
1705,prolly leave bitch cups hand yo hand hand,1
1706,kids call nigger xbox,1
1707,omg bitch fucking stupid swear blah blah blah week later omg ilysm bae ur best friend swear,1
1708,women sluts freshman year college let hoes great,1
1709,took harder rivera retired im yankee fan lot love respect em especially core,2
1710,lol someone told hoes sent,1
1711,im gonna piss dimple stop wasting prayers trash teams lol,1
1712,dont trust dese hoes nikki told st stay fans screen shot asap finna come chiraq shoot sumn,1
1713,bitch childish af one sisters wouldve crash,1
1714,eventually every bitch turns hoe truuu,1
1715,way fuck ur bitch,1
1716,chinese maverick communicating comrade u know giving imperialist yanks birdie,2
1717,ur teacher tells u u homework bitch need go,1
1718,thanks hun lt im crushed love working itll months gone time go back,2
1719,johnny football trash man trash lol,2
1720,uhoh got hoes lol rt yall found letter car naaah,1
1721,pennsylvania white trash pennsylvanians,0
1722,ok u fat precious lookin ass bitch u big fat back barnyard lookin ass bitch fix grammar u still fat,0
1723,youre coon,0
1724,rino trash like see conservatives democrat party see blacks slave property tcot,0
1725,trust bitches nah,1
1726,rt nig,0
1727,went jail flock amp came home wit strike went jail bitch came home dike,1
1728,fuck hoe thats exactly dese hoes doin gettin fucked nd yall niggas one blame,0
1729,bud lites well shots bar tn plus im giving away trip las vegas youre cunt come visit bourbon st,1
1730,jihadi patron hajjaj alajmi arrested kuwait airport,2
1731,chilling sexy scally lad,2
1732,mall yo bitch yo money im getting somethin,1
1733,baseball w birthday reason lol yankee stadium yelp,2
1734,ima show ass tonight feel omgggg thinking shit bitch,1
1735,know best bird moves,2
1736,cried like bitch first breakup never loved lol,1
1737,searching incredible story white mans quest find ingredients necessary make caribbean jerked chicken redneck land,1
1738,niggas whole hoes cuz couldnt said better,1
1739,wordsaftersex pussy bitch,1
1740,im winning bitch,1
1741,youre saying zebras goth,2
1742,jayz bey never bejus trash,2
1743,kill coons,0
1744,hopes dis aint cause colored cause knows actin nigga like,0
1745,charcoal preowned sole wear scuffs size cherry ds size,2
1746,ugly bitches like im wcw duh bitch aint nobody elses,1
1747,fucking royals bitch work,0
1748,aint bro moves thats hoe moves,1
1749,ever want someone love deeply devotedly charlie kelly loves waitress,2
1750,probably yeah accounts personality handle though wear yellow suit puts points,2
1751,birds school,2
1752,im done bitter bitches wrap angry bird theres app,1
1753,aint never orderin colored pizza stow,2
1754,people like give us bad name disgusting piece shit person nigger,0
1755,im tryna get snow day dick gon make nicca wreck tryn pull ya,1
1756,isnt kind saying braves wont make world series lol,2
1757,fags,0
1758,nope im stuck house full fucking niggers help escape,0
1759,sexy lad hot soles arches,2
1760,im faggot,0
1761,tyler makes think theyre lil nigger baby hoodrats,0
1762,broke bitch cant tell nothing,1
1763,hey theres need foul language kike,2
1764,type special faggot bring chocolate swishers smoke session,0
1765,niggas save hoes,0
1766,always gets da colored folk back da cage wit da kfc,0
1767,dont get dick sucked yo party bad bitch im fr gone set,1
1768,gamehome alone nothing dosomeone come chill maybe go swimm ima ya bitch,1
1769,wetback looks like gets caught crossing border,0
1770,rt dis wrong fuck wit lame nigga lame bitch,0
1771,radiofreenorthwest covington reads responses amp mocks fbi andy real politics liv awakening gretchen,2
1772,bitch im back home,1
1773,pornandroidiphoneipadsexxxx hairy year old hairy pussy cumming fingers,1
1774,ever met bitch fucked nigga pussy admit bitch bitch,1
1775,ill slit throatneck,2
1776,derekjeter lifelong yankees man miss firstballot unanimous,2
1777,ur faggot teammate hits someone late like u say hes yapping yelling u guys def room,0
1778,rt hate nigga ask hoes nigga idfk,0
1779,rape cannibalism wont recognize original versions fairy tales man wtf,2
1780,ugly af stick one rt new avi trash nah,1
1781,sad knowing hoes wont fuck bc aint got stacks wait till friday,1
1782,pornandroidiphoneipadsexxxx lesbian lesbian girl eating pussy,1
1783,yes indeed camels ostriches zebras sept vccamelraces,2
1784,rt mine rt niggah,0
1785,purple amp pinkfor faggots want protectedby police instead bearing arms need,0
1786,puppets like intentionally forever cripple peoples ability unify eco political consensus,2
1787,edward oss sparkled bitch reality,1
1788,rt young cats drafted nba today walking lotto tickets wait till niggas find pussy come,0
1789,yall hoes really get mad cause nigga dont want cha,0
